Dm_FBgn,Dm_FBpp,name,CG,len
FBgn0015075,FBpp0078144,Ddx1,CG9054,727
FBgn0004179,FBpp0078145,Csp,CG6395,223
FBgn0004179,FBpp0078146,Csp,CG6395,249
FBgn0004179,FBpp0078147,Csp,CG6395,228
FBgn0004179,FBpp0311238,Csp,CG6395,249
FBgn0004179,FBpp0306787,Csp,CG6395,244
FBgn0004179,FBpp0306788,Csp,CG6395,244
FBgn0025702,FBpp0078148,Srpk79D,CG11489,749
FBgn0025702,FBpp0293266,Srpk79D,CG11489,816
FBgn0025702,FBpp0292632,Srpk79D,CG11489,802
FBgn0025702,FBpp0292633,Srpk79D,CG11489,869
FBgn0025702,FBpp0297549,Srpk79D,CG11489,898
FBgn0025702,FBpp0297550,Srpk79D,CG11489,965
FBgn0025702,FBpp0297551,Srpk79D,CG11489,1018
FBgn0025702,FBpp0297552,Srpk79D,CG11489,951
FBgn0025702,FBpp0306789,Srpk79D,CG11489,950
FBgn0025702,FBpp0306790,Srpk79D,CG11489,802
FBgn0025702,FBpp0306791,Srpk79D,CG11489,749
FBgn0027086,FBpp0078150,IleRS,CG11471,1229
FBgn0027086,FBpp0078151,IleRS,CG11471,1229
FBgn0027086,FBpp0078152,IleRS,CG11471,1229
FBgn0052450,FBpp0078153,CG32450,CG32450,158
FBgn0037162,FBpp0078155,CG11449,CG11449,538
FBgn0037164,FBpp0078156,CG11438,CG11438,341
FBgn0037164,FBpp0311655,CG11438,CG11438,341
FBgn0037165,FBpp0078157,CG11437,CG11437,305
FBgn0037166,FBpp0078158,CG11426,CG11426,340
FBgn0037167,FBpp0078159,CG11425,CG11425,305
FBgn0037163,FBpp0078160,laza,CG11440,334
FBgn0004449,FBpp0078161,Ten,CG5723,2731
FBgn0004449,FBpp0303192,Ten,CG5723,3349
FBgn0004449,FBpp0297244,Ten,CG5723,3297
FBgn0011771,FBpp0078162,Hem,CG5837,1126
FBgn0037156,FBpp0078163,CG11523,CG11523,158
FBgn0028500,FBpp0078164,Rich,CG9063,1429
FBgn0028500,FBpp0306792,Rich,CG9063,1429
FBgn0037169,FBpp0078165,CG11404,CG11404,189
FBgn0037169,FBpp0304163,CG11404,CG11404,186
FBgn0037170,FBpp0078166,Trxr,CG11401,516
FBgn0037172,FBpp0078167,ND,CG6914,145
FBgn0037174,FBpp0078169,CG14457,CG14457,144
FBgn0037174,FBpp0100135,CG14457,CG14457,271
FBgn0037174,FBpp0304159,CG14457,CG14457,270
FBgn0037176,FBpp0078170,CG14456,CG14456,198
FBgn0037176,FBpp0288413,CG14456,CG14456,213
FBgn0037179,FBpp0078171,CG14453,CG14453,133
FBgn0037180,FBpp0078172,CG14452,CG14452,117
FBgn0052453,FBpp0078173,CG32453,CG32453,120
FBgn0052453,FBpp0311134,CG32453,CG32453,120
FBgn0037181,FBpp0078174,CG11370,CG11370,346
FBgn0037181,FBpp0303205,CG11370,CG11370,341
FBgn0052452,FBpp0078175,CG32452,CG32452,574
FBgn0052452,FBpp0078176,CG32452,CG32452,574
FBgn0052452,FBpp0311660,CG32452,CG32452,574
FBgn0037185,FBpp0078180,CG11367,CG11367,362
FBgn0260481,FBpp0078181,CG32454,CG32454,534
FBgn0037188,FBpp0078182,CG7369,CG7369,680
FBgn0052451,FBpp0078183,SPoCk,CG32451,901
FBgn0052451,FBpp0078184,SPoCk,CG32451,924
FBgn0052451,FBpp0078185,SPoCk,CG32451,1034
FBgn0052451,FBpp0112349,SPoCk,CG32451,997
FBgn0052451,FBpp0291344,SPoCk,CG32451,917
FBgn0052451,FBpp0297555,SPoCk,CG32451,917
FBgn0052451,FBpp0304415,SPoCk,CG32451,1062
FBgn0052451,FBpp0423169,SPoCk,CG32451,916
FBgn0037191,FBpp0078186,CG14448,CG14448,205
FBgn0010830,FBpp0078187,l,CG11238,585
FBgn0037186,FBpp0078188,CG11241,CG11241,508
FBgn0037186,FBpp0112101,CG11241,CG11241,518
FBgn0037186,FBpp0312455,CG11241,CG11241,518
FBgn0037184,FBpp0078189,CG14450,CG14450,372
FBgn0037184,FBpp0302641,CG14450,CG14450,62
FBgn0037183,FBpp0078190,CG14451,CG14451,264
FBgn0037182,FBpp0078191,ArfGAP3,CG6838,552
FBgn0037182,FBpp0078192,ArfGAP3,CG6838,552
FBgn0037182,FBpp0112099,ArfGAP3,CG6838,552
FBgn0037182,FBpp0304160,ArfGAP3,CG6838,553
FBgn0037182,FBpp0303206,ArfGAP3,CG6838,513
FBgn0037182,FBpp0303207,ArfGAP3,CG6838,514
FBgn0037182,FBpp0303208,ArfGAP3,CG6838,549
FBgn0037178,FBpp0078193,CG12546,CG12546,117
FBgn0037177,FBpp0078194,CG14454,CG14454,120
FBgn0037177,FBpp0304161,CG14454,CG14454,120
FBgn0037175,FBpp0304162,CG14455,CG14455,194
FBgn0037171,FBpp0423123,CG14459,CG14459,156
FBgn0037171,FBpp0423124,CG14459,CG14459,156
FBgn0037195,FBpp0078198,CG11226,CG11226,196
FBgn0037197,FBpp0078199,CG13239,CG13239,152
FBgn0053169,FBpp0078200,CG33169,CG33169,58
FBgn0053169,FBpp0289154,CG33169,CG33169,58
FBgn0037200,FBpp0078203,CG11109,CG11109,439
FBgn0037200,FBpp0078204,CG11109,CG11109,358
FBgn0037202,FBpp0078205,Ssl1,CG11115,438
FBgn0037202,FBpp0304361,Ssl1,CG11115,438
FBgn0037203,FBpp0078206,slif,CG11128,604
FBgn0037203,FBpp0078207,slif,CG11128,604
FBgn0037203,FBpp0078208,slif,CG11128,604
FBgn0037204,FBpp0078209,CG11131,CG11131,229
FBgn0037204,FBpp0304362,CG11131,CG11131,229
FBgn0037205,FBpp0078210,BoYb,CG11133,1059
FBgn0037206,FBpp0078211,CG12768,CG12768,429
FBgn0037206,FBpp0303813,CG12768,CG12768,429
FBgn0037206,FBpp0303814,CG12768,CG12768,429
FBgn0037206,FBpp0303815,CG12768,CG12768,429
FBgn0037207,FBpp0078212,Mes2,CG11100,437
FBgn0037207,FBpp0078214,Mes2,CG11100,372
FBgn0052457,FBpp0289846,CG32457,CG32457,163
FBgn0052457,FBpp0289847,CG32457,CG32457,141
FBgn0052461,FBpp0078218,CG32461,CG32461,252
FBgn0044324,FBpp0078219,Chro,CG10712,926
FBgn0044324,FBpp0078220,Chro,CG10712,926
FBgn0044324,FBpp0078221,Chro,CG10712,926
FBgn0044324,FBpp0304363,Chro,CG10712,926
FBgn0044324,FBpp0311928,Chro,CG10712,926
FBgn0010348,FBpp0078222,Arf79F,CG8385,182
FBgn0010348,FBpp0078224,Arf79F,CG8385,182
FBgn0010348,FBpp0078225,Arf79F,CG8385,182
FBgn0010348,FBpp0078226,Arf79F,CG8385,182
FBgn0010348,FBpp0111771,Arf79F,CG8385,182
FBgn0010348,FBpp0289184,Arf79F,CG8385,182
FBgn0010348,FBpp0289185,Arf79F,CG8385,182
FBgn0010348,FBpp0304364,Arf79F,CG8385,182
FBgn0037199,FBpp0078227,CG11137,CG11137,166
FBgn0037199,FBpp0312454,CG11137,CG11137,166
FBgn0052459,FBpp0078228,CG32459,CG32459,355
FBgn0052462,FBpp0078229,CG32462,CG32462,284
FBgn0046878,FBpp0078233,Obp83cd,CG15582,242
FBgn0037402,FBpp0078234,Vha14,CG1076,129
FBgn0037402,FBpp0301284,Vha14,CG1076,124
FBgn0037402,FBpp0301285,Vha14,CG1076,124
FBgn0037405,FBpp0078236,CG1077,CG1077,730
FBgn0037406,FBpp0078237,Osi1,CG15585,308
FBgn0037408,FBpp0078239,NPFR,CG1147,485
FBgn0037408,FBpp0300635,NPFR,CG1147,466
FBgn0037408,FBpp0300636,NPFR,CG1147,462
FBgn0037408,FBpp0300637,NPFR,CG1147,489
FBgn0037409,FBpp0078240,Osi24,CG15589,533
FBgn0037410,FBpp0078241,Osi2,CG1148,390
FBgn0037410,FBpp0078242,Osi2,CG1148,390
FBgn0037410,FBpp0302561,Osi2,CG1148,390
FBgn0037411,FBpp0078243,Osi3,CG1150,288
FBgn0037411,FBpp0302562,Osi3,CG1150,288
FBgn0037413,FBpp0078244,Osi5,CG15590,202
FBgn0037413,FBpp0292063,Osi5,CG15590,201
FBgn0027527,FBpp0078245,Osi6,CG1151,312
FBgn0027527,FBpp0312061,Osi6,CG1151,312
FBgn0037414,FBpp0078246,Osi7,CG1153,288
FBgn0037415,FBpp0078247,Osi8,CG15591,274
FBgn0037416,FBpp0078248,Osi9,CG15592,233
FBgn0037417,FBpp0078250,Osi10,CG15593,576
FBgn0037419,FBpp0078251,Osi12,CG1154,295
FBgn0037421,FBpp0078253,CG15594,CG15594,323
FBgn0037422,FBpp0078254,Osi13,CG15595,210
FBgn0040279,FBpp0078255,Osi14,CG1155,268
FBgn0037424,FBpp0078256,Osi15,CG1157,214
FBgn0051561,FBpp0078257,Osi16,CG31561,278
FBgn0051560,FBpp0078258,CG31560,CG31560,279
FBgn0037427,FBpp0078259,Osi17,CG15598,648
FBgn0037427,FBpp0306603,Osi17,CG15598,648
FBgn0037427,FBpp0306604,Osi17,CG15598,750
FBgn0037427,FBpp0306605,Osi17,CG15598,750
FBgn0037428,FBpp0078260,Osi18,CG1169,306
FBgn0037420,FBpp0291511,CG15597,CG15597,149
FBgn0037418,FBpp0078263,Osi11,CG15596,302
FBgn0037412,FBpp0078264,Osi4,CG10303,393
FBgn0037412,FBpp0306889,Osi4,CG10303,395
FBgn0051559,FBpp0078265,CG31559,CG31559,454
FBgn0046875,FBpp0078266,Obp83g,CG31558,146
FBgn0046876,FBpp0078267,Obp83ef,CG31557,245
FBgn0026077,FBpp0078268,Gasp,CG10287,258
FBgn0026077,FBpp0111835,Gasp,CG10287,235
FBgn0037399,FBpp0078269,Or83c,CG15581,397
FBgn0037398,FBpp0078270,CG15580,CG15580,743
FBgn0037396,FBpp0078272,CG11459,CG11459,336
FBgn0037396,FBpp0310707,CG11459,CG11459,336
FBgn0037374,FBpp0078273,jagn,CG10978,197
FBgn0037374,FBpp0078274,jagn,CG10978,197
FBgn0037375,FBpp0078276,kat,CG1193,605
FBgn0037375,FBpp0078277,kat,CG1193,669
FBgn0037375,FBpp0289960,kat,CG1193,669
FBgn0037375,FBpp0289961,kat,CG1193,609
FBgn0037375,FBpp0289962,kat,CG1193,673
FBgn0037375,FBpp0289963,kat,CG1193,605
FBgn0037375,FBpp0289964,kat,CG1193,673
FBgn0037375,FBpp0289965,kat,CG1193,609
FBgn0028690,FBpp0078278,Rpn5,CG1100,502
FBgn0037377,FBpp0078279,CG1218,CG1218,449
FBgn0037379,FBpp0078280,CG10979,CG10979,959
FBgn0037379,FBpp0307486,CG10979,CG10979,959
FBgn0037384,FBpp0310533,dgrn,CG10981,205
FBgn0037384,FBpp0078287,dgrn,CG10981,319
FBgn0037384,FBpp0078288,dgrn,CG10981,312
FBgn0037386,FBpp0112108,CG1208,CG1208,496
FBgn0037386,FBpp0112109,CG1208,CG1208,502
FBgn0037387,FBpp0078292,CG1213,CG1213,491
FBgn0037387,FBpp0078293,CG1213,CG1213,491
FBgn0037387,FBpp0078291,CG1213,CG1213,491
FBgn0037387,FBpp0297096,CG1213,CG1213,491
FBgn0037388,FBpp0078294,CG14676,CG14676,244
FBgn0028436,FBpp0078296,ECSIT,CG10610,409
FBgn0037395,FBpp0078297,CG10280,CG10280,356
FBgn0037395,FBpp0301222,CG10280,CG10280,362
FBgn0003261,FBpp0078298,Rm62,CG10279,578
FBgn0003261,FBpp0078299,Rm62,CG10279,575
FBgn0003261,FBpp0078300,Rm62,CG10279,578
FBgn0003261,FBpp0078301,Rm62,CG10279,719
FBgn0003261,FBpp0078302,Rm62,CG10279,578
FBgn0003261,FBpp0078303,Rm62,CG10279,578
FBgn0003261,FBpp0301223,Rm62,CG10279,458
FBgn0003261,FBpp0301224,Rm62,CG10279,485
FBgn0003261,FBpp0301225,Rm62,CG10279,473
FBgn0003261,FBpp0301226,Rm62,CG10279,478
FBgn0003261,FBpp0291753,Rm62,CG10279,578
FBgn0003261,FBpp0291159,Rm62,CG10279,575
FBgn0010403,FBpp0078304,Obp83b,CG11422,141
FBgn0011281,FBpp0078305,Obp83a,CG11421,154
FBgn0011281,FBpp0311427,Obp83a,CG11421,154
FBgn0011281,FBpp0311428,Obp83a,CG11421,174
FBgn0040679,FBpp0078306,CG11373,CG11373,59
FBgn0037391,FBpp0078310,CG2017,CG2017,643
FBgn0037391,FBpp0078311,CG2017,CG2017,604
FBgn0037391,FBpp0078312,CG2017,CG2017,604
FBgn0037391,FBpp0078313,CG2017,CG2017,604
FBgn0037391,FBpp0113010,CG2017,CG2017,604
FBgn0029088,FBpp0078314,disp,CG2019,1218
FBgn0037383,FBpp0310534,CG2023,CG2023,227
FBgn0037383,FBpp0078315,CG2023,CG2023,227
FBgn0037382,FBpp0078316,Hpr1,CG2031,701
FBgn0037378,FBpp0078317,CG2046,CG2046,235
FBgn0037376,FBpp0078318,Hat1,CG2051,405
FBgn0037376,FBpp0078319,Hat1,CG2051,405
FBgn0037372,FBpp0078327,CG2091,CG2091,374
FBgn0037329,FBpp0078329,POLDIP2,CG12162,410
FBgn0037329,FBpp0078330,POLDIP2,CG12162,431
FBgn0011715,FBpp0078331,Snr1,CG1064,370
FBgn0037332,FBpp0078332,Hcs,CG14670,1041
FBgn0037332,FBpp0307745,Hcs,CG14670,993
FBgn0037332,FBpp0311430,Hcs,CG14670,1047
FBgn0037332,FBpp0311431,Hcs,CG14670,999
FBgn0051550,FBpp0078333,CG31550,CG31550,832
FBgn0051550,FBpp0112321,CG31550,CG31550,433
FBgn0051550,FBpp0352245,CG31550,CG31550,440
FBgn0051550,FBpp0307746,CG31550,CG31550,835
FBgn0010051,FBpp0078335,Itp,CG1063,2828
FBgn0010051,FBpp0078336,Itp,CG1063,2837
FBgn0010051,FBpp0310670,Itp,CG1063,2828
FBgn0037338,FBpp0078337,Snm1,CG10018,763
FBgn0037341,FBpp0078338,CG12746,CG12746,363
FBgn0037341,FBpp0078341,CG12746,CG12746,363
FBgn0037341,FBpp0288654,CG12746,CG12746,363
FBgn0041191,FBpp0078342,Rheb,CG1081,182
FBgn0041191,FBpp0078343,Rheb,CG1081,182
FBgn0037345,FBpp0078348,rev7,CG2948,198
FBgn0037347,FBpp0305476,CG1427,CG1427,476
FBgn0037347,FBpp0305477,CG1427,CG1427,86
FBgn0037347,FBpp0271885,CG1427,CG1427,478
FBgn0019637,FBpp0078353,Atu,CG1433,725
FBgn0037351,FBpp0078354,RpL13A,CG1475,205
FBgn0037351,FBpp0307201,RpL13A,CG1475,101
FBgn0051551,FBpp0078355,CG31551,CG31551,1393
FBgn0051549,FBpp0078356,CG31549,CG31549,257
FBgn0051549,FBpp0307202,CG31549,CG31549,257
FBgn0037354,FBpp0078357,CG12171,CG12171,257
FBgn0037356,FBpp0078358,CG12170,CG12170,438
FBgn0037359,FBpp0078361,MED27,CG1245,293
FBgn0046222,FBpp0078362,Wdr33,CG1109,807
FBgn0046222,FBpp0078363,Wdr33,CG1109,807
FBgn0037363,FBpp0078365,Atg17,CG1347,1357
FBgn0037363,FBpp0306962,Atg17,CG1347,1357
FBgn0037368,FBpp0078369,CG1239,CG1239,300
FBgn0037368,FBpp0310437,CG1239,CG1239,300
FBgn0037368,FBpp0310438,CG1239,CG1239,300
FBgn0037370,FBpp0078370,CG1236,CG1236,347
FBgn0027497,FBpp0078371,Madm,CG1098,637
FBgn0027497,FBpp0312573,Madm,CG1098,637
FBgn0037371,FBpp0078372,Sym,CG2097,1165
FBgn0037369,FBpp0078373,CG2100,CG2100,477
FBgn0037369,FBpp0290789,CG2100,CG2100,477
FBgn0004878,FBpp0078374,cas,CG2102,793
FBgn0004878,FBpp0308601,cas,CG2102,691
FBgn0037365,FBpp0078375,CG2104,CG2104,424
FBgn0037365,FBpp0306966,CG2104,CG2104,424
FBgn0037364,FBpp0078376,Rab23,CG2108,268
FBgn0010772,FBpp0078377,Xe7,CG2179,783
FBgn0010772,FBpp0306967,Xe7,CG2179,777
FBgn0010772,FBpp0306968,Xe7,CG2179,340
FBgn0037360,FBpp0078379,CG2182,CG2182,671
FBgn0037358,FBpp0078381,elm,CG2185,189
FBgn0037358,FBpp0306969,elm,CG2185,189
FBgn0027951,FBpp0078382,MTA1,CG2244,880
FBgn0027951,FBpp0078383,MTA1,CG2244,844
FBgn0027951,FBpp0288645,MTA1,CG2244,853
FBgn0027951,FBpp0303347,MTA1,CG2244,922
FBgn0051548,FBpp0078385,CG31548,CG31548,256
FBgn0051546,FBpp0078386,CG31546,CG31546,264
FBgn0044823,FBpp0078388,Spec2,CG14672,85
FBgn0037350,FBpp0078389,CG2911,CG2911,183
FBgn0037350,FBpp0112106,CG2911,CG2911,183
FBgn0017550,FBpp0078390,Rga,CG2161,585
FBgn0017550,FBpp0078391,Rga,CG2161,579
FBgn0017550,FBpp0311361,Rga,CG2161,579
FBgn0014366,FBpp0078400,noi,CG2925,503
FBgn0037344,FBpp0078401,CG2926,CG2926,2296
FBgn0037344,FBpp0307738,CG2926,CG2926,874
FBgn0037342,FBpp0078402,CG2931,CG2931,302
FBgn0037340,FBpp0078403,CG14671,CG14671,155
FBgn0037340,FBpp0307739,CG14671,CG14671,155
FBgn0037339,FBpp0078404,Pi4KIIalpha,CG2929,563
FBgn0037339,FBpp0089178,Pi4KIIalpha,CG2929,710
FBgn0037339,FBpp0089179,Pi4KIIalpha,CG2929,710
FBgn0037336,FBpp0078409,CG2519,CG2519,1280
FBgn0037336,FBpp0078408,CG2519,CG2519,1304
FBgn0037336,FBpp0307747,CG2519,CG2519,1280
FBgn0010399,FBpp0078410,Nmdar1,CG2902,997
FBgn0051547,FBpp0078411,NKCC,CG31547,1068
FBgn0051547,FBpp0078412,NKCC,CG31547,995
FBgn0015402,FBpp0078413,ksr,CG2899,966
FBgn0015402,FBpp0310677,ksr,CG2899,966
FBgn0015402,FBpp0310678,ksr,CG2899,966
FBgn0015402,FBpp0310679,ksr,CG2899,966
FBgn0025825,FBpp0078414,HDAC3,CG2128,438
FBgn0037330,FBpp0078415,mRpL44,CG2109,321
FBgn0037328,FBpp0078416,RpL35A,CG2099,157
FBgn0037327,FBpp0078417,PEK,CG2087,1162
FBgn0037327,FBpp0303059,PEK,CG2087,1110
FBgn0037327,FBpp0303060,PEK,CG2087,1099
FBgn0037295,FBpp0110250,dpr16,CG12591,443
FBgn0037295,FBpp0308419,dpr16,CG12591,488
FBgn0037294,FBpp0078420,CG12590,CG12590,333
FBgn0037297,FBpp0078421,CG1116,CG1116,360
FBgn0037297,FBpp0078422,CG1116,CG1116,442
FBgn0037297,FBpp0306928,CG1116,CG1116,443
FBgn0037299,FBpp0078424,Vps37B,CG1115,214
FBgn0037299,FBpp0293538,Vps37B,CG1115,214
FBgn0037299,FBpp0293539,Vps37B,CG1115,214
FBgn0037301,FBpp0078425,Mms19,CG12005,959
FBgn0037304,FBpp0078426,CG1113,CG1113,562
FBgn0037304,FBpp0304701,CG1113,CG1113,562
FBgn0037310,FBpp0078430,Tim17b1,CG1158,179
FBgn0051542,FBpp0078432,CG31542,CG31542,199
FBgn0051542,FBpp0304468,CG31542,CG31542,199
FBgn0003275,FBpp0078433,RpII18,CG1163,131
FBgn0037325,FBpp0078437,CG12147,CG12147,477
FBgn0037324,FBpp0078438,Orco,CG10609,486
FBgn0037324,FBpp0112105,Orco,CG10609,486
FBgn0037323,FBpp0078439,CG2663,CG2663,308
FBgn0037323,FBpp0311147,CG2663,CG2663,308
FBgn0037322,FBpp0078441,Or83a,CG10612,453
FBgn0001311,FBpp0078442,kkv,CG2666,1615
FBgn0001311,FBpp0089164,kkv,CG2666,1615
FBgn0001311,FBpp0290640,kkv,CG2666,1615
FBgn0037320,FBpp0078444,CG14668,CG14668,270
FBgn0037315,FBpp0078446,Cerk,CG16708,687
FBgn0037315,FBpp0078447,Cerk,CG16708,687
FBgn0037312,FBpp0078450,CG11999,CG11999,216
FBgn0051538,FBpp0078461,CG31538,CG31538,563
FBgn0037307,FBpp0078462,Tim17a2,CG14666,224
FBgn0037305,FBpp0078463,CG12173,CG12173,256
FBgn0260462,FBpp0078464,CG12163,CG12163,475
FBgn0260462,FBpp0078465,CG12163,CG12163,614
FBgn0260462,FBpp0292963,CG12163,CG12163,350
FBgn0053293,FBpp0078466,CG33293,CG33293,86
FBgn0040208,FBpp0078469,Kat60,CG10229,572
FBgn0040208,FBpp0306930,Kat60,CG10229,605
FBgn0037298,FBpp0078470,Sccpdh1,CG2604,430
FBgn0037298,FBpp0078471,Sccpdh1,CG2604,430
FBgn0037298,FBpp0078472,Sccpdh1,CG2604,430
FBgn0037296,FBpp0078473,Prosbeta2R2,CG12161,322
FBgn0004913,FBpp0078478,Gnf1,CG1119,986
FBgn0004913,FBpp0099511,Gnf1,CG1119,1008
FBgn0037290,FBpp0078482,CG1124,CG1124,246
FBgn0037293,FBpp0078483,CG12007,CG12007,515
FBgn0040684,FBpp0078484,CG12589,CG12589,96
FBgn0040684,FBpp0308420,CG12589,CG12589,96
FBgn0040684,FBpp0308421,CG12589,CG12589,96
FBgn0010313,FBpp0078485,corto,CG2530,550
FBgn0010313,FBpp0311362,corto,CG2530,550
FBgn0010313,FBpp0300440,corto,CG2530,550
FBgn0010313,FBpp0300441,corto,CG2530,550
FBgn0010313,FBpp0300442,corto,CG2530,550
FBgn0037292,FBpp0290527,plh,CG2022,193
FBgn0037291,FBpp0078487,CG14662,CG14662,550
FBgn0037288,FBpp0078489,CG14661,CG14661,246
FBgn0037288,FBpp0297107,CG14661,CG14661,246
FBgn0004436,FBpp0078490,Ubc6,CG2013,151
FBgn0004436,FBpp0297243,Ubc6,CG2013,151
FBgn0020280,FBpp0078492,laf,CG14660,753
FBgn0020280,FBpp0311429,laf,CG14660,755
FBgn0037262,FBpp0078496,MED31,CG1057,204
FBgn0037262,FBpp0078497,MED31,CG1057,204
FBgn0037262,FBpp0307562,MED31,CG1057,202
FBgn0037262,FBpp0293855,MED31,CG1057,204
FBgn0037262,FBpp0311426,MED31,CG1057,199
FBgn0037263,FBpp0290511,slx1,CG18271,297
FBgn0022981,FBpp0078499,rpk,CG1058,562
FBgn0022981,FBpp0293856,rpk,CG1058,568
FBgn0037265,FBpp0078501,spartin,CG12001,553
FBgn0037265,FBpp0300977,spartin,CG12001,553
FBgn0010750,FBpp0078508,atms,CG2503,538
FBgn0010750,FBpp0306920,atms,CG2503,538
FBgn0037279,FBpp0078510,CG1129,CG1129,369
FBgn0037279,FBpp0078511,CG1129,CG1129,369
FBgn0037279,FBpp0311383,CG1129,CG1129,369
FBgn0037279,FBpp0311384,CG1129,CG1129,369
FBgn0037280,FBpp0078512,BBS5,CG1126,381
FBgn0037284,FBpp0078513,CG14659,CG14659,97
FBgn0037283,FBpp0078514,CG14658,CG14658,133
FBgn0037282,FBpp0078515,CG14657,CG14657,444
FBgn0037282,FBpp0306921,CG14657,CG14657,444
FBgn0037282,FBpp0306922,CG14657,CG14657,196
FBgn0026417,FBpp0078516,Hus1,CG2525,278
FBgn0026417,FBpp0306925,Hus1,CG2525,278
FBgn0037276,FBpp0078520,CG17387,CG17387,967
FBgn0037275,FBpp0078521,CG14655,CG14655,525
FBgn0027570,FBpp0078531,Nep2,CG9761,763
FBgn0027570,FBpp0293663,Nep2,CG9761,774
FBgn0027570,FBpp0306050,Nep2,CG9761,763
FBgn0037270,FBpp0078532,eIF3f1,CG9769,280
FBgn0040466,FBpp0078533,Dlip2,CG9771,226
FBgn0037261,FBpp0290512,CG9775,CG9775,315
FBgn0037261,FBpp0078534,CG9775,CG9775,421
FBgn0037261,FBpp0078535,CG9775,CG9775,421
FBgn0037261,FBpp0307563,CG9775,CG9775,421
FBgn0052945,FBpp0078536,CG32945,CG32945,166
FBgn0027930,FBpp0078543,MP1,CG1102,390
FBgn0027930,FBpp0290158,MP1,CG1102,399
FBgn0027930,FBpp0401490,MP1,CG1102,400
FBgn0037232,FBpp0271517,Suv3,CG9791,763
FBgn0037232,FBpp0312545,Suv3,CG9791,763
FBgn0040687,FBpp0078548,CG14645,CG14645,97
FBgn0037235,FBpp0078549,CG1103,CG1103,230
FBgn0037235,FBpp0110463,CG1103,CG1103,230
FBgn0037238,FBpp0304722,CG1090,CG1090,208
FBgn0037238,FBpp0307188,CG1090,CG1090,633
FBgn0037238,FBpp0307189,CG1090,CG1090,633
FBgn0037238,FBpp0307190,CG1090,CG1090,633
FBgn0037239,FBpp0078553,Sfxn1,CG11739,321
FBgn0037239,FBpp0078554,Sfxn1,CG11739,321
FBgn0037239,FBpp0078555,Sfxn1,CG11739,321
FBgn0037239,FBpp0078556,Sfxn1,CG11739,321
FBgn0037240,FBpp0078557,Cont,CG1084,1390
FBgn0003882,FBpp0291542,tub,CG10520,462
FBgn0037241,FBpp0078559,CG14646,CG14646,409
FBgn0037241,FBpp0291543,CG14646,CG14646,409
FBgn0037244,FBpp0288661,CG14647,CG14647,335
FBgn0051528,FBpp0078563,CG31528,CG31528,344
FBgn0051525,FBpp0078564,CG31525,CG31525,316
FBgn0037250,FBpp0078565,CG1074,CG1074,488
FBgn0037252,FBpp0078566,CG14650,CG14650,970
FBgn0037254,FBpp0289224,CG14651,CG14651,1079
FBgn0037255,FBpp0078568,Fip1,CG1078,701
FBgn0037260,FBpp0292869,Mur82C,CG12586,578
FBgn0051523,FBpp0078575,CG31523,CG31523,354
FBgn0051523,FBpp0078576,CG31523,CG31523,354
FBgn0051523,FBpp0078577,CG31523,CG31523,354
FBgn0051523,FBpp0078578,CG31523,CG31523,354
FBgn0051523,FBpp0311363,CG31523,CG31523,354
FBgn0051523,FBpp0307410,CG31523,CG31523,354
FBgn0051523,FBpp0307411,CG31523,CG31523,354
FBgn0051522,FBpp0078581,CG31522,CG31522,365
FBgn0051522,FBpp0078582,CG31522,CG31522,364
FBgn0051522,FBpp0078579,CG31522,CG31522,365
FBgn0051522,FBpp0297436,CG31522,CG31522,365
FBgn0051522,FBpp0297437,CG31522,CG31522,364
FBgn0051522,FBpp0307412,CG31522,CG31522,364
FBgn0051522,FBpp0307413,CG31522,CG31522,392
FBgn0037251,FBpp0078583,CG9804,CG9804,234
FBgn0037251,FBpp0312343,CG9804,CG9804,234
FBgn0037249,FBpp0078584,eIF3a,CG9805,1140
FBgn0037249,FBpp0312226,eIF3a,CG9805,1140
FBgn0037248,FBpp0078586,srl,CG9809,1067
FBgn0037248,FBpp0290462,srl,CG9809,1058
FBgn0037248,FBpp0307564,srl,CG9809,1067
FBgn0052944,FBpp0308994,CG32944,CG32944,449
FBgn0052944,FBpp0288688,CG32944,CG32944,449
FBgn0052944,FBpp0288689,CG32944,CG32944,576
FBgn0037242,FBpp0078590,CG9855,CG9855,382
FBgn0037242,FBpp0308635,CG9855,CG9855,382
FBgn0037236,FBpp0078593,Skp2,CG9772,559
FBgn0037236,FBpp0311072,Skp2,CG9772,559
FBgn0037231,FBpp0078598,Vps24,CG9779,223
FBgn0037231,FBpp0312584,Vps24,CG9779,223
FBgn0037230,FBpp0078599,Nepl11,CG9780,592
FBgn0037213,FBpp0078601,CG12581,CG12581,665
FBgn0037213,FBpp0078602,CG12581,CG12581,665
FBgn0037215,FBpp0078603,beta,CG12582,908
FBgn0037215,FBpp0307683,beta,CG12582,778
FBgn0037215,FBpp0307684,beta,CG12582,778
FBgn0037215,FBpp0307685,beta,CG12582,906
FBgn0037215,FBpp0297164,beta,CG12582,908
FBgn0037218,FBpp0078604,aux,CG1107,1165
FBgn0037218,FBpp0078605,aux,CG1107,1165
FBgn0037218,FBpp0307686,aux,CG1107,1153
FBgn0037218,FBpp0307687,aux,CG1107,1157
FBgn0015331,FBpp0078606,abs,CG14637,619
FBgn0010225,FBpp0078607,Gel,CG1106,798
FBgn0010225,FBpp0078608,Gel,CG1106,798
