HUGO_name,len,Hs_uniprot_code
RLBP1,317,P12271
PTHLH,177,P12272
PIP,146,P12273
CKB,381,P12277
FCGR1A,374,P12314
FCGR2A,317,P12318
FCER1A,257,P12319
ANXA3,323,P12429
MYCL,364,P12524
MYCLP1,358,P12525
CKMT1A,417,P12532
GZMA,262,P12544
BMP2,396,P12643
BMP4,408,P12644
BMP3,472,P12645
BCKDHA,445,P12694
RNASE3,160,P12724
SKI,728,P12755
SKIL,684,P12757
ACTN1,892,P12814
ACE,1306,P12821
MYL4,197,P12829
CDH1,882,P12830
DEFA4,97,P12838
MLN,115,P12872
MYH1,1939,P12882
MYH7,1935,P12883
SRC,536,P12931
PEPD,493,P12955
XRCC6,609,P12956
LYL1,280,P12980
XRCC5,732,P13010
UNG,313,P13051
NR2C1,603,P13056
COX4I1,169,P13073
IFITM1,125,P13164
ALAS1,640,P13196
GP1BB,206,P13224
IL7,177,P13232
CCL4,92,P13236
IFI30,250,P13284
MYF5,255,P13349
HOXD8,290,P13378
TDGF1,188,P13385
LAMP2,410,P13473
RNH1,461,P13489
BMP1,986,P13497
CYBA,195,P13498
CCL2,99,P13500
CCL5,91,P13501
SCG2,617,P13521
MYH6,1939,P13533
MYH8,1937,P13535
CFTR,1480,P13569
CYP4B1,511,P13584
NCAM1,858,P13591
ICAM2,275,P13598
VCAN,3396,P13611
ITGA4,1032,P13612
RARG,454,P13631
ATP1A3,1013,P13637
EEF2,858,P13639
MT1G,62,P13640
KRT10,584,P13645
KRT13,458,P13646
KRT5,590,P13647
PDIA4,645,P13667
C6,934,P13671
P4HA1,534,P13674
ZNF35,527,P13682
ACP5,325,P13686
CEACAM1,526,P13688
TPT1,172,P13693
ALAD,330,P13716
OSM,252,P13725
F3,295,P13726
PRG2,222,P13727
HLA-E,358,P13747
HLA-DRB4,266,P13762
HLA-DOB,273,P13765
LCP1,627,P13796
PLS3,630,P13797
APEH,732,P13798
ETFA,333,P13804
TNNT1,278,P13805
GYS1,737,P13807
PRKAR2A,404,P13861
SLC5A1,664,P13866
ANXA8,327,P13928
ENO3,434,P13929
COL11A2,1736,P13942
ADRB3,408,P13945
GTF2F2,249,P13984
HRES1,223,P13985
CD59,128,P13987
CCDC130,396,P13994
MTHFD2,350,P13995
HSD3B1,373,P14060
HSD17B1,328,P14061
CTSE,396,P14091
GFAP,432,P14136
EDN3,238,P14138
SELL,372,P14151
MIF,115,P14174
FOLR2,255,P14207
CD99,185,P14209
HGF,728,P14210
PRF1,555,P14222
PRKCSH,528,P14314
IRF2,349,P14316
HCLS1,486,P14317
FDPS,419,P14324
TRIM27,513,P14373
CPM,443,P14384
COX7A2,83,P14406
SI,1827,P14410
ATP1B2,290,P14415
DRD2,443,P14416
NID1,1247,P14543
AKR1A1,325,P14550
PLA2G2A,144,P14555
NCF1,390,P14598
INSRR,1297,P14616
PKM,531,P14618
ACYP2,99,P14621
HSP90B1,803,P14625
CCNB1,433,P14635
MYL6B,208,P14649
HOXB3,431,P14651
HOXB2,356,P14652
HOXB1,301,P14653
SLC2A4,509,P14672
SNRPB,240,P14678
TYR,529,P14679
IDE,1019,P14735
GP9,177,P14770
IL1R1,569,P14778
MMP9,707,P14780
IL2RB,551,P14784
COX6B1,86,P14854
POU2F1,743,P14859
HNRNPL,589,P14866
GABRA1,456,P14867
DARS,501,P14868
IDO1,403,P14902
DAO,347,P14920
ETS1,441,P14921
JUP,745,P14923
UQCRB,111,P14927
LIF,202,P15018
ETS2,469,P15036
BRAF,766,P15056
CPA1,419,P15085
CPB1,417,P15086
CPA3,417,P15088
FABP4,132,P15090
GLUL,373,P15104
AKR1B1,316,P15121
ANPEP,967,P15144
PVR,417,P15151
RAC2,192,P15153
CPN1,458,P15169
GSPT1,499,P15170
MYOD1,320,P15172
MYOG,224,P15173
IL9,144,P15248
PGAM2,253,P15259
IFNGR1,489,P15260
ARSA,507,P15289
B4GALT1,398,P15291
ACPP,386,P15309
EZR,586,P15311
ATP6V1B1,513,P15313
FOLR1,257,P15328
ATF2,505,P15336
UCHL3,230,P15374
KCNE1,129,P15382
CD19,556,P15391
FOSL1,271,P15407
FOSL2,326,P15408
GYPE,78,P15421
HPGD,266,P15428
VAV1,845,P15498
ELN,786,P15502
CSF2RA,400,P15509
AREG,252,P15514
HTN1,57,P15515
HTN3,51,P15516
CD46,392,P15529
NME1,152,P15531
CYP11B1,503,P15538
NQO1,274,P15559
GNS,552,P15586
ZNF44,663,P15621
ZNF250,560,P15622
VEGFA,232,P15692
PHKG2,406,P15735
CD1E,388,P15812
CD1D,335,P15813
IGLL1,213,P15814
HIVEP1,2718,P15822
ARSB,533,P15848
PAX1,534,P15863
RPS2,293,P15880
CHN1,459,P15882
TCF4,667,P15884
ST6GAL1,406,P15907
RAG1,1043,P15918
TCF3,654,P15923
DSP,2871,P15924
RPA2,270,P15927
MUC1,1255,P15941
COX7C,63,P15954
GATA1,413,P15976
TIMP2,220,P16035
ALOX15,662,P16050
NPR1,1061,P16066
CD44,742,P16070
NQO2,231,P16083
H2AFX,143,P16104
SELP,830,P16109
ACAN,2530,P16112
PFKFB1,471,P16118
ITGB4,1822,P16144
SPN,400,P16150
CBR1,277,P16152
ANK1,1881,P16157
ACADS,412,P16219
CREB1,341,P16220
PNLIP,465,P16233
PDGFRA,1089,P16234
SLC25A16,332,P16260
GLB1,677,P16278
PECAM1,738,P16284
PPP3CB,524,P16298
NCK1,377,P16333
GCFC2,781,P16383
KCNA2,499,P16389
HIST1H1B,226,P16401
HIST1H1D,221,P16402
HIST1H1C,213,P16403
CTLA4,223,P16410
ZNF823,610,P16415
EPCAM,314,P16422
POR,677,P16435
ABO,354,P16442
DPEP1,411,P16444
EPB42,691,P16452
MGMT,207,P16455
PRLR,622,P16471
TSHR,764,P16473
PDE6A,860,P16499
PCSK2,638,P16519
GNB3,340,P16520
CRISP2,243,P16562
SELE,610,P16581
FER,822,P16591
ATP2A2,1042,P16615
CCL3L1,93,P16619
UGT2B7,529,P16662
CD36,472,P16671
NPPB,134,P16860
CPE,476,P16870
IL7R,459,P16871
PLCG2,1265,P16885
FAH,419,P16930
STMN1,149,P16949
YBX3,372,P16989
ZFX,805,P17010
ZNF12,697,P17014
ZNF14,642,P17017
ZNF708,499,P17019
ZNF16,682,P17020
ZNF17,662,P17021
ZNF18,549,P17022
ZNF19,458,P17023
ZNF20,532,P17024
ZNF182,639,P17025
ZNF22,224,P17026
ZNF23,643,P17027
ZNF24,368,P17028
ZKSCAN1,563,P17029
ZNF25,456,P17030
ZNF26,533,P17031
ZNF37A,561,P17032
ZNF28,718,P17035
ZNF3,446,P17036
ZNF43,809,P17038
ZNF30,623,P17039
ZSCAN20,1043,P17040
ZNF32,273,P17041
NAGA,411,P17050
HSPA6,643,P17066
RHOQ,205,P17081
HMGA1,107,P17096
ZNF7,686,P17097
ZNF8,575,P17098
TMEM11,192,P17152
GOT1,413,P17174
IFNAR1,557,P17181
BPI,487,P17213
PRKCA,672,P17252
JUNB,347,P17275
ITGA2,1181,P17301
GJA1,382,P17302
NPR3,541,P17342
SMPD1,631,P17405
UBTF,764,P17480
HOXB8,243,P17481
HOXB9,250,P17482
HOXB4,251,P17483
HOXB6,224,P17509
AKR1C4,323,P17516
JUND,347,P17535
CTRB1,263,P17538
CKMT2,419,P17540
TAL1,331,P17542
ATF7,494,P17544
NDUFB7,137,P17568
SYN1,705,P17600
PRKACA,351,P17612
TYRP1,537,P17643
CAPN2,700,P17655
KCNA6,529,P17658
DES,470,P17661
CEBPB,345,P17676
GAP43,238,P17677
HLA-G,338,P17693
PTPN2,415,P17706
AMD1,334,P17707
TAT,454,P17735
TPH1,444,P17752
CHRNB2,502,P17787
CTPS1,591,P17812
ENG,658,P17813
DDX5,614,P17844
PFKL,780,P17858
XBP1,261,P17861
GM2A,193,P17900
CR1,2039,P17927
LGALS3,250,P17931
IGFBP3,291,P17936
SPI1,270,P17947
FLT1,1338,P17948
PSMC3,439,P17980
TCP1,556,P17987
PTPN1,435,P18031
ALOX12,663,P18054
IGFBP2,325,P18065
ERCC2,760,P18074
BMP7,431,P18075
RPL35A,110,P18077
ITGB5,799,P18084
ARF4,180,P18085
ADRA2B,450,P18089
RPL7,248,P18124
EGR1,543,P18146
VCL,1134,P18206
GPX2,190,P18283
SRD5A1,259,P18405
LBP,481,P18428
PTPRA,802,P18433
NAT1,290,P18440
GABRB1,474,P18505
GABRG2,467,P18507
ADCYAP1,176,P18509
IL1RN,177,P18510
PDE6G,87,P18545
ITGB6,788,P18564
RHCE,417,P18577
SON,2426,P18583
NELFE,380,P18615
RPL17,184,P18621
LAG3,525,P18627
PGAM1,254,P18669
RCC1,421,P18754
ADRA2C,462,P18825
SDC1,310,P18827
ATF1,271,P18846
ATF3,181,P18847
ATF4,351,P18848
ATF6,670,P18850
LIG1,919,P18858
ATP5PF,108,P18859
XRCC1,633,P18887
KRT15,456,P19012
KRT4,534,P19013
PAM,973,P19021
CDH2,906,P19022
TSPAN8,237,P19075
GNAZ,355,P19086
GNAT2,354,P19087
CYP11B2,503,P19099
MYL12A,171,P19105
HDC,662,P19113
PLCG1,1290,P19174
UGT1A6,532,P19224
EPOR,508,P19235
TNNI1,187,P19237
CD58,250,P19256
VCAM1,739,P19320
NCL,710,P19338
HK1,917,P19367
POLR2C,275,P19387
POLR2E,210,P19388
CD53,219,P19397
NDUFV2,249,P19404
ELK1,428,P19419
TNNI3,210,P19429
TNFRSF1A,455,P19438
GGT1,569,P19440
ERCC3,782,P19447
TRIM21,475,P19474
TFEB,476,P19484
EIF2AK2,551,P19525
FUT1,365,P19526
TFE3,575,P19532
WT1,449,P19544
EN2,333,P19622
SRM,302,P19623
SLC9A1,815,P19634
ORM2,201,P19652
CSNK2A2,350,P19784
RXRA,462,P19793
AOC1,751,P19801
ITIH2,946,P19823
ITIH1,911,P19827
CEL,753,P19835
NFKB1,968,P19838
CXCL2,107,P19875
CXCL3,107,P19876
NCF2,526,P19878
FST,344,P19883
PI3,117,P19957
AMY2B,511,P19961
TYMP,482,P19971
ATP2B1,1220,P20020
CR2,1033,P20023
HLA-DPA1,260,P20036
EIF2S2,333,P20042
TCN1,433,P20061
TCN2,427,P20062
ANXA7,488,P20073
SDS,328,P20132
CD33,364,P20138
PGC,388,P20142
KLK2,261,P20151
SPINK2,84,P20155
AZU1,251,P20160
TBP,339,P20226
TPSB2,275,P20231
CCNA2,432,P20248
POU3F3,500,P20264
POU3F2,443,P20265
CD22,847,P20273
BTF3,206,P20290
ALOX5AP,161,P20292
CHRM3,590,P20309
TNFRSF1B,461,P20333
RAB3A,220,P20336
RAB3B,219,P20337
RAB4A,218,P20338
RAB5A,215,P20339
RAB6A,208,P20340
TAC1,129,P20366
PMCH,165,P20382
NR1D1,614,P20393
TRH,242,P20396
PVALB,110,P20472
MSH3,1137,P20585
MX1,662,P20591
MX2,715,P20592
NPR2,1047,P20594
PSMB1,241,P20618
M6PR,277,P20645
ATP4A,1035,P20648
HIST1H2AD,130,P20671
COX5A,150,P20674
LMNB1,586,P20700
ITGAL,1170,P20701
ITGAX,1163,P20702
DDC,480,P20711
GZMH,246,P20718
HOXA5,270,P20719
PZP,1482,P20742
BCL3,454,P20749
OGN,298,P20774
NTF3,257,P20783
MAK,623,P20794
EDN2,178,P20800
CAPN3,821,P20807
IL11,199,P20809
CAST,708,P20810
CYP2B6,491,P20813
CYP3A5,502,P20815
HNF1A,631,P20823
EFNA1,205,P20827
IMPDH1,514,P20839
SERPINA2,420,P20848
COL9A1,921,P20849
C4BPB,252,P20851
CYP2A7,494,P20853
COL5A1,1838,P20908
MAG,626,P20916
NEB,6669,P20929
FLG,4061,P20930
AGA,346,P20933
RASA1,1047,P20936
PDC,246,P20941
PTMS,102,P20962
CD247,164,P20963
PRPS1L1,318,P21108
CDK11B,795,P21127
ENDOU,410,P21128
MAL,153,P21145
FUT3,361,P21217
PTN,168,P21246
GSTM3,225,P21266
ATP6V1B2,511,P21281
ATP6V1C1,382,P21283
CSRP1,193,P21291
FLNA,2647,P21333
NF1,2839,P21359
MAOA,527,P21397
ACO1,889,P21399
ABCB4,1286,P21439
TACR2,398,P21452
S1PR1,382,P21453
FPR1,350,P21462
ZNF10,573,P21506
AGXT,392,P21549
CNR1,472,P21554
SYT1,422,P21579
TNFAIP3,790,P21580
KITLG,273,P21583
NT5E,574,P21589
SAT1,171,P21673
TAF1,1872,P21675
GPD1,349,P21695
EPHA1,976,P21709
DRD1,446,P21728
C5AR1,350,P21730
TBXA2R,343,P21731
MDK,143,P21741
ZP3,424,P21754
MSR1,451,P21757
FGF7,194,P21781
VDAC1,283,P21796
FGFR2,821,P21802
BGN,368,P21810
IBSP,317,P21815
RYR1,5038,P21817
CD72,359,P21854
ERBB3,1342,P21860
SDHB,280,P21912
DRD4,467,P21917
DRD5,477,P21918
CD9,228,P21926
MATN1,496,P21941
BCKDHB,392,P21953
COMT,271,P21964
TGM2,687,P21980
KCNA3,575,P22001
BMP5,454,P22003
BMP6,513,P22004
MUT,750,P22033
OSBP,807,P22059
PCMT1,227,P22061
LPO,712,P22079
FUT4,530,P22083
FBL,321,P22087
RPS4Y1,263,P22090
GART,1010,P22102
TNXB,4244,P22105
CDH3,829,P22223
PAICS,425,P22234
IL10,178,P22301
ACHE,614,P22303
IDS,550,P22304
SCP2,547,P22307
UGT1A1,533,P22309
UGT1A4,534,P22310
UBA1,1058,P22314
GPX3,226,P22352
CCL1,96,P22362
NME2,152,P22392
ENPP1,925,P22413
USF1,310,P22415
FGFR4,802,P22455
KCNA4,653,P22459
KCNA5,613,P22460
GAL,123,P22466
HIST1H1T,207,P22492
SPRR1B,89,P22528
SPRR2E,72,P22531
SPRR2D,72,P22532
ALAS2,587,P22557
FDXR,491,P22570
FGFR3,806,P22607
PRKACG,351,P22612
HNRNPA2B1,353,P22626
RFX1,979,P22670
CCNO,350,P22674
CALB2,271,P22676
CYP7A1,504,P22680
CBL,906,P22681
IGFBP4,258,P22692
PRKACB,351,P22694
UQCRC2,453,P22695
SLC2A5,501,P22732
TGM1,817,P22735
NR4A1,598,P22736
CA4,312,P22748
GNLY,145,P22749
AADAC,399,P22760
CPN2,545,P22792
EVI2A,236,P22794
FECH,423,P22830
LHCGR,699,P22888
PROZ,400,P22891
MMP8,467,P22894
MRC1,1456,P22897
CRYGS,178,P22914
XPA,273,P23025
IGHV1-2,117,P23083
AMPD1,780,P23109
CES1,567,P23141
FBLN1,703,P23142
TCEA1,301,P23193
PTGS1,599,P23219
ITGA6,1130,P23229
SFPQ,707,P23246
TUBG1,451,P23258
KEL,732,P23276
CA6,308,P23280
PPIB,216,P23284
S100A1,94,P23297
HRC,699,P23327
ANOS1,680,P23352
ME2,584,P23368
GLDC,1020,P23378
WARS,471,P23381
RPS3,243,P23396
MYF6,242,P23409
GLRA1,457,P23415
GLRA2,452,P23416
GCSH,173,P23434
CBLN1,193,P23435
RPS6KB1,525,P23443
JAK1,1154,P23458
PTPRB,1997,P23467
PTPRD,1912,P23468
PTPRE,700,P23469
PTPRG,1445,P23470
PTPRZ1,2315,P23471
LOR,312,P23490
SP100,879,P23497
MCC,829,P23508
TNFSF4,183,P23510
NFYA,347,P23511
OMG,440,P23515
AHCY,432,P23526
HIST1H2BO,126,P23527
CFL1,166,P23528
BDNF,247,P23560
NPPC,126,P23582
EIF4B,611,P23588
F8A1,371,P23610
ATP2B4,1241,P23634
ITPKA,461,P23677
DGKA,735,P23743
PAX7,505,P23759
PAX3,479,P23760
VAMP1,118,P23763
GATA2,480,P23769
GATA3,443,P23771
CPT2,658,P23786
DTYMK,212,P23919
RRM1,792,P23921
PRPH2,346,P23942
FSHR,695,P23945
CMA1,247,P23946
SLC6A2,617,P23975
IL32,234,P24001
LAMA2,3122,P24043
GABRR1,479,P24046
FCAR,287,P24071
PRTN3,256,P24158
ZBTB25,435,P24278
GPT,496,P24298
COX7A1,79,P24310
COX7B,80,P24311
MMP11,488,P24347
CCND1,295,P24385
CHM,653,P24386
CRHBP,322,P24387
KDELR1,212,P24390
IL4R,825,P24394
CYP3A7,503,P24462
NR2F2,414,P24468
GADD45A,165,P24522
EDNRB,442,P24530
EEF1B2,225,P24534
ATP5PB,256,P24539
TBXAS1,533,P24557
AKAP5,427,P24588
IGFBP6,240,P24592
IGFBP5,272,P24593
ACP1,158,P24666
PRKCH,683,P24723
ACAT1,427,P24752
TNC,2201,P24821
MYL9,172,P24844
DNASE1,282,P24855
CCNC,283,P24863
CCNE1,410,P24864
CYP2F1,491,P24903
POLR2A,1970,P24928
CDK2,298,P24941
HRH2,359,P25021
CXCR1,350,P25024
CXCR2,360,P25025
APC,2843,P25054
CD24,80,P25063
COL8A2,703,P25067
FPR3,353,P25089
FPR2,351,P25090
GUCY2C,1073,P25092
GRK2,689,P25098
ADRA1D,572,P25100
EDNRA,427,P25101
TACR1,407,P25103
PTAFR,342,P25105
ACKR3,362,P25106
F2R,425,P25116
MPZ,248,P25189
MCM3,808,P25205
NFYB,207,P25208
AZGP1,298,P25311
MPST,297,P25325
LAMA1,3075,P25391
RPS12,132,P25398
BRD2,801,P25440
FAS,335,P25445
YY1,414,P25490
DNAJB1,340,P25685
DNAJB2,324,P25686
ATP5F1A,553,P25705
MT3,68,P25713
CTSS,331,P25774
PSMA1,263,P25786
PSMA2,234,P25787
PSMA3,255,P25788
PSMA4,261,P25789
LMO2,158,P25791
LMO1,156,P25800
S100P,95,P25815
UCP1,307,P25874
NPY1R,384,P25929
COL5A3,1745,P25940
CD40,277,P25942
NFKBIA,317,P25963
ITGA3,1051,P26006
ITGB7,798,P26010
ITGB8,769,P26012
PTX3,381,P26022
MSN,577,P26038
PTPN3,913,P26045
DDX6,483,P26196
CTNNA2,953,P26232
DNMT1,1616,P26358
PAX6,422,P26367
U2AF2,475,P26368
KRTAP5-9,169,P26371
RPL13,211,P26373
CHML,656,P26374
ELAVL4,380,P26378
ACRV1,265,P26436
HSD3B2,372,P26439
IVD,426,P26440
CNTF,200,P26441
S100A4,101,P26447
MGAT1,445,P26572
HMGB2,209,P26583
PTBP1,531,P26599
TARS,723,P26639
VARS,1264,P26640
EEF1G,437,P26641
ZFP36,326,P26651
PLN,52,P26678
KLRC1,233,P26715
KLRC2,231,P26717
KLRK1,216,P26718
CD27,260,P26842
FKBP2,142,P26885
MST1,711,P26927
IL3RA,378,P26951
CNTFR,372,P26992
CRYBB3,211,P26998
ACVR2A,513,P27037
STOM,288,P27105
AK4,223,P27144
PON1,355,P27169
ANXA13,316,P27216
MAOB,520,P27338
YWHAQ,245,P27348
GIF,417,P27352
MAPK3,379,P27361
MARK3,753,P27448
ATP6V0C,155,P27449
G0S2,103,P27469
CALML3,149,P27482
DPP4,766,P27487
GDF1,372,P27539
ARNT,789,P27540
CERS1,350,P27544
RPL10,214,P27635
COL8A1,744,P27658
RPA1,616,P27694
APEX1,318,P27695
CD82,267,P27701
DCK,260,P27707
CAD,2225,P27708
CALR,417,P27797
PDE4A,886,P27815
MAP4,1152,P27816
CANX,592,P27824
CFP,469,P27918
IL1R2,398,P27930
PIK3R1,724,P27986
ITPKB,946,P27987
AOAH,575,P28039
PSMB8,276,P28062
PSMB9,219,P28065
PSMA5,241,P28066
HLA-DMA,261,P28067
HLA-DMB,263,P28068
POU1F1,291,P28069
PSMB4,264,P28070
PSMB6,239,P28072
PSMB5,263,P28074
GSTM2,218,P28161
HTR1D,377,P28221
HTR1B,390,P28222
HTR2A,471,P28223
ABCD3,659,P28288
TMOD1,359,P28289
ITPRID2,1259,P28290
LOX,417,P28300
ELK4,431,P28324
CST5,142,P28325
PEX2,305,P28328
CHAT,748,P28329
ACADL,430,P28330
NDUFS1,727,P28331
ADH6,368,P28332
HTR2C,458,P28335
NMBR,390,P28336
POLD1,1107,P28340
TEAD1,426,P28347
HOXD9,352,P28356
HOXD10,340,P28358
MSX1,303,P28360
SMARCA1,1054,P28370
GABRB3,473,P28472
GABRR2,465,P28476
MAPK1,360,P28482
DUSP1,367,P28562
HTR1E,365,P28566
GCA,217,P28676
MZF1,734,P28698
RXRB,533,P28702
ERCC5,1186,P28715
RBL1,1068,P28749
GRN,593,P28799
PTPRM,1452,P28827
LAP3,519,P28838
HSD11B1,292,P28845
CD34,385,P28906
CD38,300,P28907
TNFRSF8,595,P28908
CD1B,333,P29016
CD1C,333,P29017
GJB2,226,P29033
S100A2,98,P29034
PTPN4,926,P29074
GTF2E1,439,P29083
GTF2E2,291,P29084
PCSK1,753,P29120
PCSK6,969,P29122
TPP2,1249,P29144
IMPA1,277,P29218
ADORA2A,412,P29274
ADORA2B,332,P29275
CTGF,349,P29279
EPHA2,976,P29317
EPHA3,983,P29320
EPHA8,1005,P29322
EPHB2,1055,P29323
PTPN6,595,P29350
SHC1,583,P29353
TACR3,465,P29371
MPG,298,P29372
CRABP2,138,P29373
ARID4A,1257,P29374
KDM5A,1690,P29375
LTK,864,P29376
S100G,79,P29377
COL4A5,1685,P29400
TKT,623,P29401
IL12A,219,P29459
IL12B,328,P29460
CASP1,404,P29466
NOS3,1203,P29474
NOS1,1434,P29475
SERPINB3,390,P29508
LMOD1,600,P29536
RBMS1,406,P29558
PML,882,P29590
TYK2,1187,P29597
SERPINA4,427,P29622
EEF1D,281,P29692
OAS2,719,P29728
CRABP1,137,P29762
PDHA2,388,P29803
CD40LG,261,P29965
MARCKS,332,P29966
AQP1,269,P29972
CNGA1,690,P29973
GNA11,359,P29992
ALDH4A1,563,P30038
PBLD,288,P30039
ERP29,261,P30040
PRDX6,224,P30041
BLVRB,206,P30043
PRDX5,214,P30044
DDT,118,P30046
GCHFR,84,P30047
PRDX3,256,P30048
ATP5F1D,168,P30049
RPL12,165,P30050
ECHS1,290,P30084
CMPK1,196,P30085
PEBP1,187,P30086
PDIA3,505,P30101
PPP2R1A,589,P30153
PPP2R1B,601,P30154
CD6,668,P30203
CDC27,824,P30260
FCER1G,86,P30273
CCND2,289,P30279
CCND3,292,P30281
WEE1,646,P30291
MIP,263,P30301
CDC25A,524,P30304
CDC25B,580,P30305
CDC25C,473,P30307
PPIF,207,P30405
TM4SF1,202,P30408
BDKRB2,391,P30411
NKTR,1462,P30414
NMT1,496,P30419
HLA-F,346,P30511
AVPR2,371,P30518
HMOX2,316,P30519
ADSS,456,P30520
AXL,894,P30530
SLC6A1,599,P30531
CHRNA5,468,P30532
LRPAP1,357,P30533
TSPO,169,P30536
ADORA1,326,P30542
GRPR,384,P30550
AGTR1,359,P30556
OXTR,389,P30559
ADSL,484,P30566
PKLR,574,P30613
CLIP1,1438,P30622
SRI,198,P30626
GNA15,374,P30679
GSTT1,240,P30711
SERPINB1,379,P30740
GCH1,250,P30793
SLC7A1,629,P30825
ALDH1B1,517,P30837
ALDH3A1,453,P30838
SSTR1,391,P30872
SSTR2,369,P30874
POLR2B,1174,P30876
CHRNB4,498,P30926
HTR1F,366,P30939
OR1E1,314,P30953
OR10J1,320,P30954
GNRHR,328,P30968
CALCR,508,P30988
NTSR1,418,P30989
NTS,170,P30990
LCN1,176,P31025
SDHA,664,P31040
CORO1A,461,P31146
GDI1,447,P31150
S100A7,101,P31151
MAPK4,587,P31152
MAT2A,395,P31153
SRD5A2,254,P31213
HOXD3,432,P31249
HOXA10,410,P31260
HOXA6,233,P31267
HOXA7,230,P31268
HOXA9,272,P31269
HOXA11,313,P31270
HOXA13,388,P31271
HOXC8,242,P31273
HOXC9,260,P31274
HOXC12,282,P31275
HOXC13,330,P31276
HOXD11,338,P31277
TLX1,330,P31314
PRKAR1B,381,P31321
PRKAR2B,418,P31323
CPS1,1500,P31327
RRM2,389,P31350
CD52,61,P31358
FGF9,208,P31371
SSTR4,388,P31391
CASQ1,396,P31415
SDC4,198,P31431
TIA1,386,P31483
FMO4,558,P31512
FMO3,532,P31513
HIVEP2,2446,P31629
SLC5A2,672,P31639
SLC6A6,620,P31641
GABRA5,462,P31644
SLC6A4,630,P31645
DNAJA1,397,P31689
AKT1,480,P31749
AKT2,481,P31751
IL2RG,369,P31785
UQCRC1,480,P31930
HIBADH,336,P31937
ATIC,592,P31939
APOBEC3A,199,P31941
HNRNPH3,346,P31942
HNRNPH1,449,P31943
CASP14,242,P31944
YWHAB,246,P31946
SFN,248,P31947
STIP1,543,P31948
S100A11,105,P31949
FCGR2B,310,P31994
FCGR2C,323,P31995
CEACAM8,349,P31997
L1CAM,1257,P32004
INPP5B,993,P32019
PRDX2,198,P32119
ARRB2,409,P32121
GK,559,P32189
CCKAR,428,P32238
CCKBR,447,P32239
VIPR1,457,P32241
OTX1,354,P32242
OTX2,289,P32243
MC4R,332,P32245
CCR1,355,P32246
BRS3,399,P32247
CCR7,378,P32248
GPR183,361,P32249
CHRNA3,505,P32297
GRK4,578,P32298
CXCR5,372,P32302
FOXN2,431,P32314
CDA,146,P32320
DCTD,178,P32321
PYCR1,319,P32322
SLC8A1,973,P32418
GBP1,592,P32455
GBP2,591,P32456
ELF1,619,P32519
SSTR3,418,P32745
HPD,393,P32754
GTF2H1,548,P32780
STX2,288,P32856
IFNA8,189,P32881
DSG3,999,P32926
CSF2RB,897,P32927
CTH,405,P32929
ICAM3,547,P32942
RPL9,192,P32969
CD70,193,P32970
TNFSF8,234,P32971
MC5R,325,P33032
CIITA,1130,P33076
ACSL1,698,P33121
CDH5,784,P33151
KIF5B,963,P33176
CSTF2,577,P33240
LSP1,339,P33241
CYP2C18,490,P33260
CYP2C19,490,P33261
DUT,252,P33316
GUCY1A2,732,P33402
ABCC1,1531,P33527
CKS2,79,P33552
CD80,288,P33681
S100A5,92,P33763
S100A3,101,P33764
HIST1H2BB,126,P33778
ABCD1,745,P33897
MAN1A1,653,P33908
KDELR2,212,P33947
TTK,857,P33981
MCM4,863,P33991
MCM5,734,P33992
MCM7,719,P33993
GALNS,522,P34059
RNASE4,147,P34096
NTF4,210,P34130
SDC2,201,P34741
CD68,354,P34810
BMP8B,402,P34820
SHMT1,483,P34896
SHMT2,504,P34897
GABRA3,492,P34903
EVI2B,448,P34910
EPHX2,555,P34913
RYK,607,P34925
HSPA1L,641,P34931
HSPA4,840,P34932
GRK5,590,P34947
MPI,423,P34949
HTR7,479,P34969
CNR2,360,P34972
TRHR,398,P34981
OR1D2,312,P34982
PTGER1,402,P34995
CRHR1,444,P34998
PRSS3,304,P35030
GPC1,558,P35052
BTC,178,P35070
PFN2,140,P35080
USP6,1406,P35125
GJA4,333,P35212
CA5A,305,P35218
CA8,290,P35219
CTNNA1,906,P35221
CTNNB1,781,P35222
IL13,146,P35225
BMI1,326,P35226
PCGF2,344,P35227
NOS2,1153,P35228
PHB,272,P35232
PTPN7,360,P35236
SERPINB6,376,P35237
NF2,595,P35240
RDX,583,P35241
RCVRN,200,P35243
RPA3,121,P35244
SFTPD,375,P35247
RFC4,363,P35249
RFC2,354,P35250
RFC1,1148,P35251
RPL22,128,P35268
GTF2F1,517,P35269
SPR,261,P35270
ADM,185,P35318
SPRR1A,89,P35321
SPRR2B,72,P35325
SPRR2A,72,P35326
SSTR5,364,P35346
ADRA1A,466,P35348
PTGS2,604,P35354
HRH1,487,P35367
ADRA1B,520,P35368
OPRM1,400,P35372
RORA,523,P35398
PTGER4,488,P35408
MAS1L,378,P35410
APLNR,380,P35414
THBS2,1172,P35442
THBS4,961,P35443
HOXD12,270,P35452
HOXD13,343,P35453
DRD3,400,P35462
IDUA,653,P35475
SCN1A,2009,P35498
SCN4A,1836,P35499
UGT1A3,534,P35503
UGT1A5,534,P35504
CBS,551,P35520
CLCN1,988,P35523
KRT9,623,P35527
SAA4,130,P35542
FAU,74,P35544
MSX2,267,P35548
FBN1,2871,P35555
FBN2,2912,P35556
GCK,465,P35557
PCK1,622,P35558
IRS1,1242,P35568
AGL,1532,P35573
G6PC,357,P35575
MYH9,1960,P35579
